paper_id-input,sample_id-input,page_number-input,input_image_location-input,section_instruction-input,context-input,input_text_parsed-input,explanation-output,final_answer-output,final_answer_range-output,category-input
8504e109-f11e-5b13-ab9d-ab30de79414b,q1,,['q1_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q2,,['q2_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q3,,['q3_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q4,,['q4_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q5,,['q5_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q6,,['q6_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q7,,['q7_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q8,,['q8_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q9,,['q9_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q10,,['q10_0.png'],,NO_CONTEXT,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q11,,['q11_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q12,,['q12_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q13,,['q13_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q14,,['q14_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q15,,['q15_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q16,,['q16_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q17,,['q17_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q18,,['q18_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q19,,['q19_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q20,,['q20_0_c1.png'],,c1.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q21,,['q21_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q22,,['q22_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q23,,['q23_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q24,,['q24_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q25,,['q25_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q26,,['q26_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q27,,['q27_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q28,,['q28_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q29,,['q29_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q30,,['q30_0_c2.png'],,c2.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q31,,['q31_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q32,,['q32_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q33,,['q33_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q34,,['q34_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q35,,['q35_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q36,,['q36_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q37,,['q37_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q38,,['q38_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q39,,['q39_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q40,,['q40_0_c3.png'],,c3.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q41,,"['q41_0_c4.png', 'q41_1_c4.png']",,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q42,,['q42_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q43,,['q43_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q44,,['q44_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q45,,['q45_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q46,,['q46_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q47,,['q47_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q48,,['q48_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q49,,['q49_0_c4.png'],,c4.png,,,,,
8504e109-f11e-5b13-ab9d-ab30de79414b,q50,,['q50_0_c4.png'],,c4.png,,,,,
